timestamp_utc_iso,category,input_file,n,seed,rep_id,elapsed_ms,comparisons,swaps,correct,std_sort_ms,recursion_depth,bad_split_count,max_stack_depth,estimated_stack_bytes
2025-12-01T20:31:45Z,reverse_sorted,./datasets/qsort/reverse_sorted/reverse_sorted_1000.txt,1000,42,0,0,10817,4432,1,0,23,38,23,1536
2025-12-01T20:31:45Z,reverse_sorted,./datasets/qsort/reverse_sorted/reverse_sorted_1000.txt,1000,43,1,0,10831,5212,1,0,21,23,21,1408
2025-12-01T20:31:45Z,reverse_sorted,./datasets/qsort/reverse_sorted/reverse_sorted_1000.txt,1000,44,2,0,11417,4500,1,0,20,21,20,1344
2025-12-01T20:31:45Z,reverse_sorted,./datasets/qsort/reverse_sorted/reverse_sorted_1000.txt,1000,45,3,0,12385,3456,1,0,23,26,23,1536
2025-12-01T20:31:45Z,reverse_sorted,./datasets/qsort/reverse_sorted/reverse_sorted_1000.txt,1000,46,4,0,11279,4382,1,0,21,31,21,1408
2025-12-01T20:31:45Z,reverse_sorted,./datasets/qsort/reverse_sorted/reverse_sorted_1000.txt,1000,47,5,0,11010,4508,1,0,21,32,21,1408
2025-12-01T20:31:45Z,reverse_sorted,./datasets/qsort/reverse_sorted/reverse_sorted_1000.txt,1000,48,6,0,11753,5224,1,0,22,37,22,1472
2025-12-01T20:31:45Z,reverse_sorted,./datasets/qsort/reverse_sorted/reverse_sorted_1000.txt,1000,49,7,0,10494,4632,1,0,21,22,21,1408
2025-12-01T20:31:45Z,reverse_sorted,./datasets/qsort/reverse_sorted/reverse_sorted_1000.txt,1000,50,8,0,10667,5638,1,0,20,33,20,1344
2025-12-01T20:31:45Z,reverse_sorted,./datasets/qsort/reverse_sorted/reverse_sorted_1000.txt,1000,51,9,0,10362,4732,1,0,20,28,20,1344
2025-12-01T20:31:45Z,reverse_sorted,./datasets/qsort/reverse_sorted/reverse_sorted_1000.txt,1000,52,10,0,11555,4178,1,0,22,29,22,1472
2025-12-01T20:31:45Z,reverse_sorted,./datasets/qsort/reverse_sorted/reverse_sorted_1000.txt,1000,53,11,0,11376,3874,1,0,20,24,20,1344
2025-12-01T20:31:45Z,reverse_sorted,./datasets/qsort/reverse_sorted/reverse_sorted_1000.txt,1000,54,12,0,10850,4734,1,0,22,16,22,1472
2025-12-01T20:31:45Z,reverse_sorted,./datasets/qsort/reverse_sorted/reverse_sorted_1000.txt,1000,55,13,0,11508,5016,1,0,20,29,20,1344
2025-12-01T20:31:45Z,reverse_sorted,./datasets/qsort/reverse_sorted/reverse_sorted_1000.txt,1000,56,14,0,11338,4786,1,0,23,26,23,1536
2025-12-01T20:31:45Z,reverse_sorted,./datasets/qsort/reverse_sorted/reverse_sorted_1000.txt,1000,57,15,0,10981,5120,1,0,22,23,22,1472
2025-12-01T20:31:45Z,reverse_sorted,./datasets/qsort/reverse_sorted/reverse_sorted_1000.txt,1000,58,16,0,11527,4590,1,0,22,32,22,1472
2025-12-01T20:31:45Z,reverse_sorted,./datasets/qsort/reverse_sorted/reverse_sorted_1000.txt,1000,59,17,0,11039,4562,1,0,23,24,23,1536
2025-12-01T20:31:45Z,reverse_sorted,./datasets/qsort/reverse_sorted/reverse_sorted_1000.txt,1000,60,18,0,10597,4392,1,0,20,19,20,1344
2025-12-01T20:31:45Z,reverse_sorted,./datasets/qsort/reverse_sorted/reverse_sorted_1000.txt,1000,61,19,0,10811,3912,1,0,21,25,21,1408
2025-12-01T20:31:45Z,reverse_sorted,./datasets/qsort/reverse_sorted/reverse_sorted_2000.txt,2000,42,0,0,22619,10432,1,0,22,41,22,1472
2025-12-01T20:31:45Z,reverse_sorted,./datasets/qsort/reverse_sorted/reverse_sorted_2000.txt,2000,43,1,0,24874,11490,1,0,22,63,22,1472
2025-12-01T20:31:45Z,reverse_sorted,./datasets/qsort/reverse_sorted/reverse_sorted_2000.txt,2000,44,2,0,23471,8872,1,0,23,34,23,1536
2025-12-01T20:31:45Z,reverse_sorted,./datasets/qsort/reverse_sorted/reverse_sorted_2000.txt,2000,45,3,0,26516,11822,1,0,25,38,25,1664
2025-12-01T20:31:45Z,reverse_sorted,./datasets/qsort/reverse_sorted/reverse_sorted_2000.txt,2000,46,4,0,24898,9428,1,0,26,48,26,1728
2025-12-01T20:31:45Z,reverse_sorted,./datasets/qsort/reverse_sorted/reverse_sorted_2000.txt,2000,47,5,0,25257,11026,1,0,23,64,23,1536
2025-12-01T20:31:45Z,reverse_sorted,./datasets/qsort/reverse_sorted/reverse_sorted_2000.txt,2000,48,6,0,25458,11740,1,0,24,71,24,1600
2025-12-01T20:31:45Z,reverse_sorted,./datasets/qsort/reverse_sorted/reverse_sorted_2000.txt,2000,49,7,0,24055,9904,1,0,21,58,21,1408
2025-12-01T20:31:45Z,reverse_sorted,./datasets/qsort/reverse_sorted/reverse_sorted_2000.txt,2000,50,8,0,23826,11758,1,0,23,39,23,1536
2025-12-01T20:31:45Z,reverse_sorted,./datasets/qsort/reverse_sorted/reverse_sorted_2000.txt,2000,51,9,0,23828,9894,1,0,24,57,24,1600
2025-12-01T20:31:45Z,reverse_sorted,./datasets/qsort/reverse_sorted/reverse_sorted_2000.txt,2000,52,10,0,24169,8884,1,0,25,47,25,1664
2025-12-01T20:31:45Z,reverse_sorted,./datasets/qsort/reverse_sorted/reverse_sorted_2000.txt,2000,53,11,0,25492,9058,1,0,30,51,30,1984
2025-12-01T20:31:45Z,reverse_sorted,./datasets/qsort/reverse_sorted/reverse_sorted_2000.txt,2000,54,12,0,25393,10402,1,0,24,68,24,1600
2025-12-01T20:31:45Z,reverse_sorted,./datasets/qsort/reverse_sorted/reverse_sorted_2000.txt,2000,55,13,0,25825,11094,1,0,23,55,23,1536
2025-12-01T20:31:45Z,reverse_sorted,./datasets/qsort/reverse_sorted/reverse_sorted_2000.txt,2000,56,14,0,25966,9820,1,0,24,48,24,1600
2025-12-01T20:31:45Z,reverse_sorted,./datasets/qsort/reverse_sorted/reverse_sorted_2000.txt,2000,57,15,0,23819,10748,1,0,23,63,23,1536
2025-12-01T20:31:45Z,reverse_sorted,./datasets/qsort/reverse_sorted/reverse_sorted_2000.txt,2000,58,16,0,24097,9418,1,0,23,55,23,1536
